category,sub_category,city,name,area,address,phone_no_1,phone_no2,source,ratings,state,country,email,latitude,longitude,reviews,facebook_url,linkdin_url,twitter_url,description,pincode,virtual_phone_no,whatsapp_no,phone_no_3,avg_spent,cost_of_two
Hospital & Clinics,pharma store,Dwarakatirumala,GENARIC MEDICAL SHOP (J.B JEEVANDHARA PHARMACY),"Opp bus stand .Dwaraka tirumala road, junction","Opp bus stand .Dwaraka tirumala road, junction, Bhimadole, Andhra Pradesh 534425",,,,,Andhra Pradesh,India,,,,,,,,,534425.0,,,,,
Hospital & Clinics,pharma store,Dwarakatirumala,SRI KRISHNA MEDICALS,"Main Road, Dwaraka Tirumala","Main Road, Dwaraka Tirumala, Andhra Pradesh 534426",,,,,Andhra Pradesh,India,,,,,,,,,534426.0,,,,,
Hospital & Clinics,pharma store,Dwarakatirumala,JYOTHI MEDICALS & FANCY STORES,"2-40 Garudabomma Centre, beside Ambedkar statue","2-40 Garudabomma Centre, beside Ambedkar statue, Dwaraka Tirumala, Andhra Pradesh 534426",,,,,Andhra Pradesh,India,,,,,,,,,534426.0,,,,,
Hospital & Clinics,pharma store,Dwarakatirumala,TTD Shopping complex,"X743+5QH, Dwaraka Tirumala","X743+5QH, Dwaraka Tirumala, Andhra Pradesh 534426",,,,,Andhra Pradesh,India,,,,,,,,Google Plus Code: X743+5QH,534426.0,,,,,
Hospital & Clinics,pharma store,Dwarakatirumala,Aditya Medicals And General Store,"1-1, Dwaraka Tirumala","1-1, Dwaraka Tirumala, Andhra Pradesh 534426",,,,,Andhra Pradesh,India,,,,,,,,,534426.0,,,,,
Hospital & Clinics,pharma store,Dwarakatirumala,శ్రీ వేంకటేశ్వర మెడికల్ & జనరల్ స్టోర్స్,"X734+HCX, Eastern St","X734+HCX, Eastern St, Dwaraka Tirumala, Andhra Pradesh 534426",,,,,Andhra Pradesh,India,,,,,,,,Google Plus Code: X734+HCX,534426.0,,,,,
Hospital & Clinics,pharma store,Dwarakatirumala,శ్రీ సత్యనారాయణ మెడికల్ & జనరల్ స్టోర్స్,"Eastern St, Dwaraka Tirumala","Eastern St, Dwaraka Tirumala, Andhra Pradesh 534426",,,,,Andhra Pradesh,India,,,,,,,,,534426.0,,,,,
Hospital & Clinics,pharma store,Dwarakatirumala,Jan Aushadhi Store,"D-Nok3, l00 / 1","D-Nok3, l00 / 1, near Panchayat Office, Nagulapalli, Dwaraka Tirumala, 534425",,,,,Andhra Pradesh,India,,,,,,,,,534425.0,,,,,
Hospital & Clinics,pharma store,Kakinada,Keerthy medical stores pvt Ltd (Kakinada),"Bhanugudi Junction, Police Quarters","Bhanugudi Junction, Police Quarters, Kakinada, Andhra Pradesh 533003",,,,,Andhra Pradesh,India,,,,,,,,,533003.0,,,,,
Hospital & Clinics,pharma store,Kakinada,Venus Medical Stores,"28-1-33/1, Pulavarthi Vari Street","28-1-33/1, Pulavarthi Vari Street, Main Rd, Kakinada, Andhra Pradesh 533001",,,,,Andhra Pradesh,India,,,,,,,,,533001.0,,,,,
Hospital & Clinics,pharma store,Kakinada,KAKINADA PHARMACY,"Pulavarthi Vari St, Kakinada","Pulavarthi Vari St, Kakinada, Andhra Pradesh 533001",,,,,Andhra Pradesh,India,,,,,,,,,533001.0,,,,,
Hospital & Clinics,pharma store,Kakinada,Murali Medical Stores,"Masjid Junction, Main Rd","Masjid Junction, Main Rd, Kakinada, Andhra Pradesh 533001",,,,,Andhra Pradesh,India,,,,,,,,,533001.0,,,,,
Hospital & Clinics,pharma store,Kakinada,Apollo Pharmacy Bhanugudi Centre-Kakinada,"No.1/12/68/2, Military Rd","No.1/12/68/2, Military Rd, below Murthy Dental Clinic, Kondayya Palem, Kakinada, Andhra Pradesh 533002",,,,,Andhra Pradesh,India,,,,,,,,,533002.0,,,,,
Hospital & Clinics,pharma store,Kakinada,R.R. Pharmaceuticals,"25-6-6, Ganjam Vari St","25-6-6, Ganjam Vari St, Kakinada, Andhra Pradesh 533001",,,,,Andhra Pradesh,India,,,,,,,,,533001.0,,,,,
Hospital & Clinics,pharma store,Kakinada,Yarras Generic Medical Store,"Rama Rao Peta, Kakinada","Rama Rao Peta, Kakinada, Andhra Pradesh 533004",,,,,Andhra Pradesh,India,,,,,,,,,533004.0,,,,,
Hospital & Clinics,pharma store,Kakinada,"Nittala Medicals , నిట్టాల మెడికల్ షాపు","National Highway 214, Bhanugudi Junction","National Highway 214, Bhanugudi Junction, Srinagar, Kakinada, Andhra Pradesh 533003",,,,,Andhra Pradesh,India,,,,,,,,,533003.0,,,,,
Hospital & Clinics,pharma store,Kakinada,Rajesh Medicals & Generals,"264W+9QF, Pithapuram - Kakinada Rd","264W+9QF, Pithapuram - Kakinada Rd, Bapnnadora Colony, Maruti Nagar, Kakinada, Andhra Pradesh 533005",,,,,Andhra Pradesh,India,,,,,,,,Google Plus Code: 264W+9QF,533005.0,,,,,
Hospital & Clinics,pharma store,Kakinada,Apollo Pharmacy Kakinada,"No. 21, 9/4","No. 21, 9/4, Raja Rammohan Roy Rd, near Pince & Co, Rama Rao Peta, Kakinada, Andhra Pradesh 533001",,,,,Andhra Pradesh,India,,,,,,,,,533001.0,,,,,
Hospital & Clinics,pharma store,Kakinada,Vydya Medical and General Stores,"2 206/2, Vaidya Nagar","2 206/2, Vaidya Nagar, Vakalapudi, Kakinada, Andhra Pradesh 533005",,,,,Andhra Pradesh,India,,,,,,,,,533005.0,,,,,
Hospital & Clinics,pharma store,Kakinada,Rajeswari Medicals,"rtc complex road, Kakinada","rtc complex road, Kakinada, Andhra Pradesh",,,,,Andhra Pradesh,India,,,,,,,,,,,,,,
Hospital & Clinics,pharma store,Kakinada,Apollo Pharmacy Rama Rao Peta III Kakinada,"Door No.10, 6-15","Door No.10, 6-15, Nukalamma Temple St, Rama Rao Peta, Kakinada, Andhra Pradesh 533001",,,,,Andhra Pradesh,India,,,,,,,,,533001.0,,,,,
Hospital & Clinics,pharma store,Kakinada,Sri Kanaka Mahalakshmi Medical & Generals,"Nemani Complex, Bhanugudi Junction","Nemani Complex, Bhanugudi Junction, G O Colony, Kakinada, Andhra Pradesh 533003",,,,,Andhra Pradesh,India,,,,,,,,,533003.0,,,,,
Hospital & Clinics,pharma store,Kakinada,Apollo Pharmacy Ramaraopet Kakinada 6,"No. 10/9/49 Acthutha Acthutha, Gopal Krishna St","No. 10/9/49 Acthutha Acthutha, Gopal Krishna St, nr. Global Hospital, Rama Rao Peta, Kakinada, Andhra Pradesh 533001",,,,,Andhra Pradesh,India,,,,,,,,,533001.0,,,,,
Hospital & Clinics,pharma store,Kakinada,Gady Medicals,"X64P+FVR Kalpana center, Ramakrishna Rao Peta","X64P+FVR Kalpana center, Ramakrishna Rao Peta, Kakinada, Andhra Pradesh 533001",,,,,Andhra Pradesh,India,,,,,,,,Google Plus Code: X64P+FVR,533001.0,,,,,
Hospital & Clinics,pharma store,Kakinada,Sai Lakshmi Medicals & General Stores,"Pragati College Rd, Venkat Nagar","Pragati College Rd, Venkat Nagar, Dwaraka Nagar, Kakinada, Andhra Pradesh 533002",,,,,Andhra Pradesh,India,,,,,,,,,533002.0,,,,,
Hospital & Clinics,pharma store,Kakinada,Apollo Pharmacy Kakinada Ghati Center,"No. 52/10/38, Turangi - Kovvuru Rd","No. 52/10/38, Turangi - Kovvuru Rd, near Hyundai Showroom, Turangi, Kakinada, Andhra Pradesh 533002",,,,,Andhra Pradesh,India,,,,,,,,,533002.0,,,,,
Hospital & Clinics,pharma store,Kakinada,Ganga Homeo stores,"Main Rd, beside Apollo Hospital","Main Rd, beside Apollo Hospital, opposite Bajaj Electronics, Surya Rao Peta, Kakinada, Andhra Pradesh 533001",,,,,Andhra Pradesh,India,,,,,,,,,533001.0,,,,,
Hospital & Clinics,pharma store,Kakinada,Pavani Medicals,"X689+RXV, Indra Palem","X689+RXV, Indra Palem, Kakinada, Andhra Pradesh 533006",,,,,Andhra Pradesh,India,,,,,,,,Google Plus Code: X689+RXV,533006.0,,,,,
Hospital & Clinics,pharma store,Kakinada,Padmaja medical and fancy stores,"3_88, Madhura Nagar","3_88, Madhura Nagar, Gokulam, Kakinada, Andhra Pradesh 533004",,,,,Andhra Pradesh,India,,,,,,,,,533004.0,,,,,
Hospital & Clinics,pharma store,Kakinada,Apollo Pharmacy Subhash Road Kakinada,"43/1, 2","43/1, 2, Main Rd, near Care Hospital, Surya Rao Peta, Kakinada, Andhra Pradesh 533101",,,,,Andhra Pradesh,India,,,,,,,,,533101.0,,,,,
Hospital & Clinics,pharma store,Kakinada,Aarogya Medicals,"Opposite to state bank of India, 3/10-A","Opposite to state bank of India, 3/10-A, National Highway 214, Lalitha Nagar, NH 214, Lalitha Nagar, Kakinada, Andhra Pradesh 533005",,,,,Andhra Pradesh,India,,,,,,,,,533005.0,,,,,
Hospital & Clinics,pharma store,Kakinada,Life Pharmacy And General,"shop 01, Gandhi Nagar","shop 01, Gandhi Nagar, Pratap Nagar, Kakinada, Andhra Pradesh 533003",,,,,Andhra Pradesh,India,,,,,,,,,533003.0,,,,,
Hospital & Clinics,pharma store,Kakinada,Sri Krishna Pharmaceuticals,"6-5/1, Ganjam Vari St","6-5/1, Ganjam Vari St, Kakinada, Andhra Pradesh 533001",,,,,Andhra Pradesh,India,,,,,,,,,533001.0,,,,,
Hospital & Clinics,pharma store,Kakinada,Bhaskara Ayurveda agencies,"5-1-29, near two town police station","5-1-29, near two town police station, beside overbridge, Andhra Pradesh 533001",,,,,Andhra Pradesh,India,,,,,,,,,533001.0,,,,,
Hospital & Clinics,pharma store,Kakumanu,Sai medical & general stores,"394X+34H center, Kakumanu","394X+34H center, Kakumanu, Andhra Pradesh 522112",,,,,Andhra Pradesh,India,,,,,,,,Google Plus Code: 394X+34H,522112.0,,,,,
Hospital & Clinics,pharma store,Kakumanu,Prasanth Medical And General Stores,"beside Vishnalayam Temple, Kakumanu","beside Vishnalayam Temple, Kakumanu, Andhra Pradesh 522112",,,,,Andhra Pradesh,India,,,,,,,,,522112.0,,,,,
Hospital & Clinics,pharma store,Kakumanu,Sri Sai Surendra Medical & Fancy Stores,"main road, garikapadu","main road, garikapadu, Kakumanu, Andhra Pradesh 522112",,,,,Andhra Pradesh,India,,,,,,,,,522112.0,,,,,
Hospital & Clinics,pharma store,Kakumanu,Phani Medical & Fancy Stores,"Shop No-7-11-89, Kakumanuvari Thota","Shop No-7-11-89, Kakumanuvari Thota , 1st Line, Donka Rd, Guntur, Andhra Pradesh",,,,,Andhra Pradesh,India,,,,,,,,,,,,,,
Hospital & Clinics,pharma store,Kakumanu,Srinivasa Medical And Genaral Stores,"Ponnuru - Kakumanu Rd, Garikapadu","Ponnuru - Kakumanu Rd, Garikapadu, Andhra Pradesh 522112",,,,,Andhra Pradesh,India,,,,,,,,,522112.0,,,,,
Hospital & Clinics,pharma store,Kakumanu,Apollo Medical Shop,"8C3W+PH5, Donka Rd","8C3W+PH5, Donka Rd, Kakumanu Vari Thota, Donka Road, Mallikarjunpet, Guntur, Andhra Pradesh 522002",,,,,Andhra Pradesh,India,,,,,,,,Google Plus Code: 8C3W+PH5,522002.0,,,,,
Hospital & Clinics,pharma store,Kakumanu,Sarvani Medicals,"Main Rd, opposite Vishnalayam Temple","Main Rd, opposite Vishnalayam Temple, Kakumanu, Andhra Pradesh 522112",,,,,Andhra Pradesh,India,,,,,,,,,522112.0,,,,,
Hospital & Clinics,pharma store,Kakumanu,VENKATA KRISHNA MEDICAL AND FANCY STORES,"D NO. 2-90,MAIN ROAD","D NO. 2-90,MAIN ROAD,MEDIKONDURU, Guntur, Andhra Pradesh 522438",,,,,Andhra Pradesh,India,,,,,,,,,522438.0,,,,,
Hospital & Clinics,pharma store,Kakumanu,HANUMAN MEDICAL AND FANCY STORES,"2-227, Main Rd","2-227, Main Rd, Nekarikallu, Andhra Pradesh 522615",,,,,Andhra Pradesh,India,,,,,,,,,522615.0,,,,,
Hospital & Clinics,pharma store,Kakumanu,AYAANA MEDICAL AND FANCY STORES,"Pedakakani, Andhra Pradesh 522509","Pedakakani, Andhra Pradesh 522509",,,,,Andhra Pradesh,India,,,,,,,,,522509.0,,,,,
Hospital & Clinics,pharma store,Kakumanu,Sudheshna Medical Stores,"7CXX+P8C, Soma Vari St","7CXX+P8C, Soma Vari St, opp. Chinna Mahalakshmma Temple, Kakumanu, Christian Pet, Old Guntur, Guntur, Andhra Pradesh 522001",,,,,Andhra Pradesh,India,,,,,,,,Google Plus Code: 7CXX+P8C,522001.0,,,,,
Hospital & Clinics,pharma store,Kakumanu,Vinaya pestisides & seeds,"394X+37P, Kakumanu","394X+37P, Kakumanu, Andhra Pradesh 522112",,,,,Andhra Pradesh,India,,,,,,,,Google Plus Code: 394X+37P,522112.0,,,,,
Hospital & Clinics,pharma store,Kamalapuram,MedPlus Kamalapuram Main Road,"H.No.13, 144-2","H.No.13, 144-2, Kamalapuram St, RS Road, Yerraguntla, Kamalapuram, Andhra Pradesh 516289",,,,,Andhra Pradesh,India,,,,,,,,,516289.0,,,,,
Hospital & Clinics,pharma store,Kamalapuram,Apollo Pharmacy Kamalapuram-R S Road Opp Sbi,"Ground Floor, Rs Road","Ground Floor, Rs Road, No. 13/488-1, opp. State Bank of India, Kamalapuram, Andhra Pradesh 516289",,,,,Andhra Pradesh,India,,,,,,,,,516289.0,,,,,
Hospital & Clinics,pharma store,Kamalapuram,HARI HARA MEDICAL STORES,"JM2C+Q95, Kamalapuram","JM2C+Q95, Kamalapuram, Andhra Pradesh 516289",,,,,Andhra Pradesh,India,,,,,,,,Google Plus Code: JM2C+Q95,516289.0,,,,,
Hospital & Clinics,pharma store,Kamalapuram,Hayath medical and fancy store,"8/47, kummer street","8/47, kummer street, Kamalapuram, Andhra Pradesh 516289",,,,,Andhra Pradesh,India,,,,,,,,,516289.0,,,,,
Hospital & Clinics,pharma store,Kamalapuram,NEW JANATHA MEDICAL STORE,"HMX9+JX2, R.S Road","HMX9+JX2, R.S Road, Kamalapuram, Andhra Pradesh 516289",,,,,Andhra Pradesh,India,,,,,,,,Google Plus Code: HMX9+JX2,516289.0,,,,,
Hospital & Clinics,pharma store,Kamalapuram,Habeeb Medical Stores,"HMX9+9XQ, Kamalapuram","HMX9+9XQ, Kamalapuram, Andhra Pradesh 516289",,,,,Andhra Pradesh,India,,,,,,,,Google Plus Code: HMX9+9XQ,516289.0,,,,,
Hospital & Clinics,pharma store,Kamalapuram,RUDHRA MEDICALS,"6, Kamalapuram","6, Kamalapuram, Andhra Pradesh 516247",,,,,Andhra Pradesh,India,,,,,,,,,516247.0,,,,,
Hospital & Clinics,pharma store,Kamalapuram,Sri Sai Medicals,"13/142,R.S.Road","13/142,R.S.Road, Kamalapuram Andhra Pradesh 516289, Kamalapuram, Andhra Pradesh 516289",,,,,Andhra Pradesh,India,,,,,,,,,516289.0,,,,,
Hospital & Clinics,pharma store,Kamalapuram,Reddy SUDHEER medical store,"JM29+6X6, kamalapuram - Thimmapuram - Samudrampalli Rd","JM29+6X6, kamalapuram - Thimmapuram - Samudrampalli Rd, Kamalapuram, Andhra Pradesh 516289",,,,,Andhra Pradesh,India,,,,,,,,Google Plus Code: JM29+6X6,516289.0,,,,,
Hospital & Clinics,pharma store,Kamalapuram,Govt Generic Medical Store,"HMX9+7XH, Kamalapuram","HMX9+7XH, Kamalapuram, Andhra Pradesh 516289",,,,,Andhra Pradesh,India,,,,,,,,Google Plus Code: HMX9+7XH,516289.0,,,,,
Hospital & Clinics,pharma store,Kamalapuram,Reddy suresh medical store,"1, కమలాపురం- ఖాజిపేట- మైదుకూరు రహదారి","1, కమలాపురం- ఖాజిపేట- మైదుకూరు రహదారి, Peddacheppalle, Kamalapuram, Andhra Pradesh 516289",,,,,Andhra Pradesh,India,,,,,,,,,516289.0,,,,,
Hospital & Clinics,pharma store,Kamalapuram,KUMAR MEDICAL & FANCY STORE,"8, N.G.O Colony","8, N.G.O Colony, Kadapa, Andhra Pradesh 516001",,,,,Andhra Pradesh,India,,,,,,,,,516001.0,,,,,
Hospital & Clinics,pharma store,Kamalapuram,Sudheermedical store,"Main Bazar Kamalapuram, A.P","Main Bazar Kamalapuram, A.P, Andhra Pradesh 516289",,,,,Andhra Pradesh,India,,,,,,,,,516289.0,,,,,
Hospital & Clinics,pharma store,Khajipet,Apollo Pharmacy Khajipet,"Ground Floor, No. 4/127","Ground Floor, No. 4/127, Main Road, near Bus Stand, Khajipet Sunkesula, Kadapa, Andhra Pradesh 516203",,,,,Andhra Pradesh,India,,,,,,,,,516203.0,,,,,
Hospital & Clinics,pharma store,Khajipet,SRI BALAJI MEDICAL & FANCY STORE,"2/13, Main Road","2/13, Main Road, Khajipet",,,,,Andhra Pradesh,India,,,,,,,,,,,,,,
Hospital & Clinics,pharma store,Khajipet,Janatha Medical Store,"Khajipet Sunkesula, Andhra Pradesh 516203","Khajipet Sunkesula, Andhra Pradesh 516203",,,,,Andhra Pradesh,India,,,,,,,,,516203.0,,,,,
Hospital & Clinics,pharma store,Khajipet,Gromor Center,"MQ2C+RX9 mana gromor center, Khajipet Sunkesula","MQ2C+RX9 mana gromor center, Khajipet Sunkesula, Andhra Pradesh 516203",,,,,Andhra Pradesh,India,,,,,,,,Google Plus Code: MQ2C+RX9,516203.0,,,,,
Hospital & Clinics,pharma store,Khajipet,KUMAR MEDICAL & FANCY STORE,"8, N.G.O Colony","8, N.G.O Colony, Kadapa, Andhra Pradesh 516001",,,,,Andhra Pradesh,India,,,,,,,,,516001.0,,,,,
Hospital & Clinics,pharma store,Khajipet,Care PHARMA Shop,"21/277, SF STREET","21/277, SF STREET, Ganagapeta, Kadapa, Andhra Pradesh 516001",,,,,Andhra Pradesh,India,,,,,,,,,516001.0,,,,,
Hospital & Clinics,pharma store,Khajipet,Khajipet Market,"MQ2C+R59, Khajipet Sunkesula","MQ2C+R59, Khajipet Sunkesula, Andhra Pradesh 516203",,,,,Andhra Pradesh,India,,,,,,,,Google Plus Code: MQ2C+R59,516203.0,,,,,
Hospital & Clinics,pharma store,Khajipet,SEKHAR MEDICALS,"VG COMPLEX, 1","VG COMPLEX, 1, Badvel Rd, AMBEDKAR CIRCLE, Khajipet Sunkesula, Pathur, Andhra Pradesh 516203",,,,,Andhra Pradesh,India,,,,,,,,,516203.0,,,,,
Hospital & Clinics,pharma store,Khajipet,Janatha Medical Stores,"FRHF+4FF, Ganagapeta","FRHF+4FF, Ganagapeta, Kadapa, Andhra Pradesh 516001",,,,,Andhra Pradesh,India,,,,,,,,Google Plus Code: FRHF+4FF,516001.0,,,,,
Hospital & Clinics,pharma store,Khajipet,ZIYA MEDICAL AND FANCY STORES,"Unnamed Road, Kagithala Penta","Unnamed Road, Kagithala Penta, Ravindra Nagar, Kadapa, Andhra Pradesh 516001",,,,,Andhra Pradesh,India,,,,,,,,,516001.0,,,,,
Hospital & Clinics,pharma store,Khajipet,Viviya Medicals,"234 Main Bustand, Andhra Pradesh 516001","234 Main Bustand, Andhra Pradesh 516001",,,,,Andhra Pradesh,India,,,,,,,,,516001.0,,,,,
Hospital & Clinics,pharma store,Mangalagiri,Sri Dhatri Sai Medical Shop (Discount Pharmacy),"opp. N R I HOSPITAL, ENDING","opp. N R I HOSPITAL, ENDING, Mangalagiri, Vijayawada, Andhra Pradesh 522503",,,,,Andhra Pradesh,India,,,,,,,,,522503.0,,,,,
Hospital & Clinics,pharma store,Mangalagiri,Apollo Pharmacy Mangalagiri 1,"Door No 2, 19","Door No 2, 19, Main Bazar Rd, opposite Congress Party Office, Mangalagiri, Andhra Pradesh 522503",,,,,Andhra Pradesh,India,,,,,,,,,522503.0,,,,,
Hospital & Clinics,pharma store,Mangalagiri,Sri Bhavani Medical And Fancy Store,"Vinayak Temple, Meddi Center","Vinayak Temple, Meddi Center, Tenali - Mangalagiri Rd, Andhra Pradesh 522503",,,,,Andhra Pradesh,India,,,,,,,,,522503.0,,,,,
Hospital & Clinics,pharma store,Mangalagiri,Majeti Rajendra Medical Stores,"Door No. 3-248, Sadu Soda Centre","Door No. 3-248, Sadu Soda Centre, Main Bazar, Mangalagiri, Andhra Pradesh 522503",,,,,Andhra Pradesh,India,,,,,,,,,522503.0,,,,,
Hospital & Clinics,pharma store,Mangalagiri,ADITYA PHARMACY,"Beside VJ College, Ganapathi nagar","Beside VJ College, Ganapathi nagar, Mangalagiri, Andhra Pradesh 522503",,,,,Andhra Pradesh,India,,,,,,,,,522503.0,,,,,
Hospital & Clinics,pharma store,Mangalagiri,Sarat Medical Stores,"Hospital Rd, Mangalagiri","Hospital Rd, Mangalagiri, Vijayawada, Andhra Pradesh 522503",,,,,Andhra Pradesh,India,,,,,,,,,522503.0,,,,,
Hospital & Clinics,pharma store,Mangalagiri,Rpharmacy Fancy Stores,"11-699/14, Industrial Park","11-699/14, Industrial Park, Yerrabalem, Andhra Pradesh 522503",,,,,Andhra Pradesh,India,,,,,,,,,522503.0,,,,,
Hospital & Clinics,pharma store,Mangalagiri,Vyjayanthi Homeopathy Medical Mangalagiri,"Atmakuru Rd, Mangalagiri","Atmakuru Rd, Mangalagiri, Andhra Pradesh 522503",,,,,Andhra Pradesh,India,,,,,,,,,522503.0,,,,,
Hospital & Clinics,pharma store,Mangalagiri,Apollo Pharmacy Mangalagiri II,"No. 1/1379 B Gautham Budha Road, Bus Stand Rd","No. 1/1379 B Gautham Budha Road, Bus Stand Rd, near RTC, Mangalagiri, Guntur, Andhra Pradesh 522503",,,,,Andhra Pradesh,India,,,,,,,,,522503.0,,,,,
Hospital & Clinics,pharma store,Mangalagiri,Life care pharmacy,"CHJF+Q4W, Atmakuru Rd","CHJF+Q4W, Atmakuru Rd, Mangalagiri, Andhra Pradesh 522503",,,,,Andhra Pradesh,India,,,,,,,,Google Plus Code: CHJF+Q4W,522503.0,,,,,
Hospital & Clinics,pharma store,Mangalagiri,sumathi medical stores,"2-19, Koneru St","2-19, Koneru St, Kothapet, Salivahanapeta, Mangalagiri, Andhra Pradesh 522503",,,,,Andhra Pradesh,India,,,,,,,,,522503.0,,,,,
Hospital & Clinics,pharma store,Mangalagiri,Surendra Medical and General Stores,"Surendra Medical and General Stores, near Sachivalayam - 2","Surendra Medical and General Stores, near Sachivalayam - 2, Paultry form road, Mangalagiri, Chinakakani, Andhra Pradesh 522503",,,,,Andhra Pradesh,India,,,,,,,,,522503.0,,,,,
Hospital & Clinics,pharma store,Mangalagiri,Apollo Pharmacy Ganapathi Nagar Mangalagiri,"2-12-50, Atmakur Rd","2-12-50, Atmakur Rd, Ganapathi Nagar, Mangalagiri, Andhra Pradesh 522503",,,,,Andhra Pradesh,India,,,,,,,,,522503.0,,,,,
Hospital & Clinics,pharma store,Mangalagiri,Apollo Pharmacy Near Me | MANGALAGIRI 3 | Mangalagiri,"Door No.7, 78","Door No.7, 78, Trunk Road, near Indian oil Petrol Bunk, Autonagar, Mangalagiri, Andhra Pradesh 522503",,,,,Andhra Pradesh,India,,,,,,,,,522503.0,,,,,
Hospital & Clinics,pharma store,Mangalagiri,ADARSH MEDICALS A UNIT OF AVNK PHARAMACY (PRIVATE LIMITED),"Main Bazar Rd, opp. Congress Party Office","Main Bazar Rd, opp. Congress Party Office, Shroff Bazar, Salivahanapeta, Mangalagiri, Andhra Pradesh 522503",,,,,Andhra Pradesh,India,,,,,,,,,522503.0,,,,,
Hospital & Clinics,pharma store,Mangalagiri,MedPlus Mangalagiri,"Revenue Ward No.6, Door No.6","Revenue Ward No.6, Door No.6, 75, GNT Rd, Mangalagiri, Andhra Pradesh 522503",,,,,Andhra Pradesh,India,,,,,,,,,522503.0,,,,,
Hospital & Clinics,pharma store,Mangalagiri,Mangaladhri Medicals,"14, Main Road Door No:2","14, Main Road Door No:2, Bhagavatula, Tava Vari St, Mangalagiri, Andhra Pradesh 520001",,,,,Andhra Pradesh,India,,,,,,,,,520001.0,,,,,
Hospital & Clinics,pharma store,Mangalagiri,Ramesh Medicals,"CHM8+GHH, Temple steet School Rd Kothapet","CHM8+GHH, Temple steet School Rd Kothapet, Mangalagiri, Andhra Pradesh 522503",,,,,Andhra Pradesh,India,,,,,,,,Google Plus Code: CHM8+GHH,522503.0,,,,,
Hospital & Clinics,pharma store,Mangalagiri,Ramaa medicals,"Bus Stand Rd, Mangalagiri","Bus Stand Rd, Mangalagiri, Andhra Pradesh 522503",,,,,Andhra Pradesh,India,,,,,,,,,522503.0,,,,,
Hospital & Clinics,pharma store,Mangalagiri,Sri venkateswara veterinary medical shop,"1-1371, Bhagavathula Vaari St","1-1371, Bhagavathula Vaari St, near kotha bustand, beside Surya kantham hospital, Mangalagiri, Andhra Pradesh 522503",,,,,Andhra Pradesh,India,,,,,,,,,522503.0,,,,,
Hospital & Clinics,pharma store,Nuzvid,Apollo Pharmacy Nuzvid-2,"Ground Flr, No. 17-284","Ground Flr, No. 17-284, Hanuman Jct Rd, near Canara Bank, NSP Colony, Nuzividu, Andhra Pradesh 521201",,,,,Andhra Pradesh,India,,,,,,,,,521201.0,,,,,
Hospital & Clinics,pharma store,Nuzvid,SRI ANJANEYA MEDICAL & FANCY STORES,"Shop No 1, Nuzividu","Shop No 1, Nuzividu, Andhra Pradesh 521201",,,,,Andhra Pradesh,India,,,,,,,,,521201.0,,,,,
Hospital & Clinics,pharma store,Nuzvid,Life medical stores,"Hanuman Jct Rd, Nuzividu","Hanuman Jct Rd, Nuzividu, Andhra Pradesh 521201",,,,,Andhra Pradesh,India,,,,,,,,,521201.0,,,,,
Hospital & Clinics,pharma store,Nuzvid,Nuzvid Medical & Fancy Stores,"Thiruvuru road, Nuzividu","Thiruvuru road, Nuzividu, Andhra Pradesh 521201",,,,,Andhra Pradesh,India,,,,,,,,,521201.0,,,,,
Hospital & Clinics,pharma store,Nuzvid,Apollo Pharmacy Nuziveedu,"No. 17/251, Bus Stand Rd","No. 17/251, Bus Stand Rd, near Mahathi Hotel, Nuzividu, Eluru, Andhra Pradesh 521201",,,,,Andhra Pradesh,India,,,,,,,,,521201.0,,,,,
Hospital & Clinics,pharma store,Nuzvid,STAR MEDICAL AND FANCY STORES,"1-231, Bus Stand Rd","1-231, Bus Stand Rd, Nuzividu, Andhra Pradesh 521201",,,,,Andhra Pradesh,India,,,,,,,,,521201.0,,,,,
Hospital & Clinics,pharma store,Nuzvid,Siva Medical And Fancy Stores,"9-228A, Mylavaram Rd","9-228A, Mylavaram Rd, Revenue Ward 12, Gandhi Nagar, Nuzividu, Andhra Pradesh 521201",,,,,Andhra Pradesh,India,,,,,,,,,521201.0,,,,,
